Date ;Ambient temperature (C);Global plane of array irradiance (W/m^2);m-Si module temperature (C);DC power of m-Si (W)
22/06/2016 14:15;23.57;683.04;38.29;1210
22/06/2016 14:20;24.09;755.06;39.58;1353
22/06/2016 14:25;24.32;659.69;39.90;1204
22/06/2016 14:30;24.10;870.58;39.58;1470
22/06/2016 14:35;24.04;674.23;40.37;1224
22/06/2016 14:40;24.03;679.95;40.33;1299
22/06/2016 14:45;24.45;701.51;40.77;1306
22/06/2016 14:50;24.27;761.84;40.51;1422
22/06/2016 14:55;24.08;744.81;40.10;1406
22/06/2016 15:00;24.01;729.70;38.91;1377
22/06/2016 15:05;23.74;711.12;37.36;1356
22/06/2016 15:10;23.98;697.66;36.90;1334
22/06/2016 15:15;23.96;679.17;36.42;1300
22/06/2016 15:20;23.78;667.49;36.40;1275
22/06/2016 15:25;23.71;650.18;37.13;1241
22/06/2016 15:30;23.97;640.06;37.11;1224
22/06/2016 15:35;24.02;625.23;36.07;1199
22/06/2016 15:40;24.42;606.84;36.56;1165
22/06/2016 15:45;23.73;596.63;35.68;1151
22/06/2016 15:50;23.54;585.12;35.19;1126
22/06/2016 15:55;23.25;565.29;34.69;1088
22/06/2016 16:00;22.92;550.89;33.77;1070
22/06/2016 16:05;23.08;530.69;33.49;1025
22/06/2016 16:10;23.26;513.85;33.36;1000
22/06/2016 16:15;23.07;492.71;33.45;956
22/06/2016 16:20;23.07;476.63;32.92;926
22/06/2016 16:25;23.68;459.54;32.12;897
22/06/2016 16:30;24.29;436.78;32.37;852
22/06/2016 16:35;24.01;421.91;32.40;816
22/06/2016 16:40;23.40;406.06;32.08;785
22/06/2016 16:45;23.14;386.76;31.19;631
22/06/2016 16:50;23.20;367.20;30.79;717
22/06/2016 16:55;23.43;349.35;30.44;680
22/06/2016 17:00;23.14;332.70;29.97;651
22/06/2016 17:05;22.39;317.77;29.16;621
22/06/2016 17:10;22.36;296.94;28.69;582
22/06/2016 17:15;22.13;281.47;27.76;552
22/06/2016 17:20;22.14;265.47;27.78;522
22/06/2016 17:25;22.17;245.99;26.91;482
22/06/2016 17:30;22.24;228.22;26.95;445
22/06/2016 17:35;22.69;212.88;26.73;414
22/06/2016 17:40;22.89;200.03;26.82;391
22/06/2016 17:45;22.75;184.38;26.74;345
22/06/2016 17:50;22.85;169.63;26.65;330
22/06/2016 17:55;22.41;157.32;26.03;309
22/06/2016 18:00;22.41;145.85;25.66;282
25/06/2016 7:00;20.94;127.89;21.25;261
25/06/2016 7:05;20.97;135.07;21.79;271
25/06/2016 7:20;21.12;170.01;21.94;340
25/06/2016 7:25;21.28;183.21;22.37;354
25/06/2016 7:30;21.13;169.56;22.20;337
25/06/2016 8:20;22.37;337.73;26.27;689
25/06/2016 8:45;22.25;418.97;27.22;856
25/06/2016 8:50;22.68;436.15;27.90;888
25/06/2016 8:55;22.76;455.75;28.65;929
25/06/2016 9:00;22.91;472.04;28.75;963
25/06/2016 9:05;23.01;492.51;28.97;998
25/06/2016 9:10;23.45;504.10;29.49;1022
25/06/2016 9:15;23.21;520.18;29.42;1052
25/06/2016 9:20;23.67;546.35;29.64;1100
25/06/2016 9:25;23.60;561.10;30.13;1130
25/06/2016 9:30;23.44;577.00;30.69;1161
25/06/2016 9:35;23.84;588.86;30.48;1177
25/06/2016 9:40;23.89;602.03;30.91;1205
25/06/2016 9:45;23.76;620.61;31.75;1243
25/06/2016 9:50;24.13;634.69;31.75;1268
25/06/2016 9:55;24.13;651.19;31.08;1304
25/06/2016 10:00;24.25;663.16;31.66;1323
25/06/2016 10:05;24.43;673.73;32.66;1339
25/06/2016 10:10;24.31;683.04;32.84;1357
25/06/2016 10:15;24.61;695.36;33.10;1383
25/06/2016 10:20;25.07;708.18;33.81;1388
25/06/2016 10:25;24.97;721.30;33.87;1422
25/06/2016 10:30;24.34;725.51;33.73;1438
25/06/2016 10:35;24.99;742.63;34.26;1476
25/06/2016 10:40;24.94;752.02;34.30;1479
25/06/2016 10:45;25.30;764.83;34.50;1505
25/06/2016 10:50;25.24;775.16;34.46;1527
25/06/2016 10:55;25.22;787.31;34.80;1544
25/06/2016 11:00;25.47;801.52;34.75;1567
25/06/2016 11:05;25.49;805.76;35.43;1571
25/06/2016 11:10;25.37;815.65;35.46;1587
25/06/2016 11:15;25.83;817.52;35.86;1588
25/06/2016 11:20;25.42;819.67;36.03;1588
25/06/2016 11:25;25.77;833.59;36.79;1609
25/06/2016 11:30;25.74;838.42;37.07;1616
25/06/2016 11:35;25.71;845.06;37.22;1624
25/06/2016 11:40;25.62;845.55;37.28;1630
25/06/2016 11:45;24.85;850.62;36.73;1643
25/06/2016 11:50;24.97;858.91;36.32;1654
25/06/2016 11:55;24.66;862.99;36.11;1669
25/06/2016 12:00;25.03;866.01;36.20;1674
25/06/2016 12:05;24.73;872.31;36.48;1684
25/06/2016 12:10;24.86;876.29;35.77;1700
25/06/2016 12:15;24.81;880.55;36.30;1700
25/06/2016 12:20;25.05;879.98;35.91;1701
25/06/2016 12:25;25.02;884.33;35.98;1705
25/06/2016 12:30;24.44;882.49;35.15;1717
25/06/2016 12:35;24.66;882.73;35.04;1712
25/06/2016 12:40;24.77;884.93;35.12;1714
25/06/2016 12:45;24.75;886.60;34.85;1722
25/06/2016 12:50;24.43;884.40;34.74;1717
25/06/2016 12:55;24.54;882.20;34.84;1714
25/06/2016 13:00;24.74;879.59;34.52;1711
25/06/2016 13:05;24.57;879.87;34.70;1711
25/06/2016 13:10;24.70;877.76;35.17;1697
25/06/2016 13:15;24.43;871.55;35.20;1691
25/06/2016 13:20;24.88;873.85;34.73;1683
25/06/2016 13:25;24.36;868.27;34.74;1690
25/06/2016 13:30;24.51;862.41;34.53;1675
25/06/2016 13:35;24.03;860.24;34.04;1677
25/06/2016 13:40;24.88;853.23;34.80;1660
25/06/2016 13:45;24.44;847.33;34.40;1654
25/06/2016 13:50;24.55;840.75;34.96;1630
25/06/2016 13:55;24.53;837.53;35.11;1616
25/06/2016 14:00;24.29;828.13;35.04;1602
25/06/2016 14:05;24.65;821.85;35.21;1596
25/06/2016 14:10;24.48;812.78;34.34;1572
25/06/2016 14:15;24.44;805.24;33.91;1577
25/06/2016 14:20;24.43;798.72;33.75;1559
25/06/2016 14:25;24.38;786.90;33.02;1541
25/06/2016 14:30;23.89;782.90;33.17;1530
25/06/2016 14:35;24.00;769.00;33.23;1509
25/06/2016 14:40;23.92;756.62;32.86;1484
25/06/2016 14:45;23.60;746.68;32.72;1467
25/06/2016 14:50;23.84;742.37;32.65;1458
25/06/2016 14:55;23.86;728.22;32.27;1432
25/06/2016 15:00;23.67;714.88;31.59;1406
25/06/2016 15:05;23.82;700.33;31.44;1382
25/06/2016 15:10;23.65;689.60;31.18;1366
25/06/2016 15:15;23.54;676.17;31.00;1340
25/06/2016 15:20;23.65;664.92;30.93;1121
25/06/2016 15:25;23.24;645.88;29.98;1285
25/06/2016 15:30;23.21;633.60;29.85;1254
25/06/2016 15:35;23.02;618.71;29.49;1232
25/06/2016 15:40;23.02;604.02;29.35;1203
25/06/2016 15:45;22.96;594.78;28.81;1187
25/06/2016 15:50;22.91;577.18;29.14;1154
25/06/2016 15:55;23.10;559.17;29.27;1114
25/06/2016 16:00;23.12;544.76;29.49;1084
25/06/2016 16:05;23.03;528.65;29.05;1051
25/06/2016 16:10;22.87;511.54;28.09;1022
25/06/2016 16:15;22.88;493.72;27.99;980
25/06/2016 16:20;22.75;475.66;27.40;953
25/06/2016 16:25;22.63;459.97;27.31;922
25/06/2016 16:30;22.75;442.64;27.59;887
25/06/2016 16:35;22.76;427.15;27.78;853
25/06/2016 16:40;22.57;410.70;26.90;822
25/06/2016 16:45;22.97;395.22;27.31;790
25/06/2016 16:50;22.55;376.25;26.49;742
25/06/2016 16:55;22.67;355.89;26.06;709
25/06/2016 17:00;22.98;340.14;26.39;680
25/06/2016 17:05;22.94;324.53;26.55;640
25/06/2016 17:10;22.46;306.36;26.10;611
25/06/2016 17:15;22.39;288.72;25.72;567
25/06/2016 17:20;22.38;273.13;25.71;541
25/06/2016 17:25;22.23;254.88;25.26;506
25/06/2016 17:30;22.21;237.86;25.25;467
25/06/2016 17:35;22.47;223.38;25.28;440
25/06/2016 17:40;22.18;207.45;24.69;410
25/06/2016 17:45;22.12;191.59;24.87;371
25/06/2016 17:50;22.17;176.19;24.50;333
25/06/2016 17:55;21.98;162.43;24.63;321
25/06/2016 18:00;22.22;148.62;23.92;290
26/06/2016 7:10;20.18;97.59;20.97;194
26/06/2016 7:15;20.16;99.30;21.06;199
26/06/2016 7:20;20.29;108.59;21.27;202
26/06/2016 7:25;20.41;106.71;21.35;207
26/06/2016 7:30;20.54;110.01;21.59;208
26/06/2016 7:35;20.69;130.43;21.87;265
26/06/2016 7:40;20.57;158.78;22.17;324
26/06/2016 7:45;20.66;153.80;22.43;314
26/06/2016 7:50;20.68;151.18;22.70;307
26/06/2016 7:55;20.62;149.51;22.79;304
26/06/2016 8:00;20.66;162.62;22.80;330
26/06/2016 8:05;20.75;181.53;23.23;357
26/06/2016 8:10;20.68;182.42;23.24;361
26/06/2016 8:15;20.65;198.74;23.27;403
26/06/2016 8:20;20.74;194.27;23.37;393
26/06/2016 8:25;20.85;217.52;24.41;440
26/06/2016 8:40;21.12;262.19;26.51;527
26/06/2016 8:45;21.27;276.82;26.95;558
26/06/2016 8:50;21.21;298.12;27.21;598
26/06/2016 8:55;21.21;304.59;27.37;611
26/06/2016 9:00;21.31;308.05;27.54;621
26/06/2016 9:05;21.55;332.73;28.27;660
26/06/2016 9:15;21.49;338.78;29.07;670
26/06/2016 9:20;21.41;338.81;28.46;680
26/06/2016 9:25;21.61;401.08;28.59;797
26/06/2016 9:30;21.85;452.29;29.11;891
26/06/2016 9:35;21.78;487.31;30.46;943
26/06/2016 9:40;21.99;504.85;30.23;985
26/06/2016 9:45;21.87;536.84;30.35;1088
26/06/2016 9:50;22.57;544.37;32.61;1057
26/06/2016 10:00;22.52;562.17;32.00;1149
26/06/2016 10:05;22.62;558.21;32.31;1073
26/06/2016 10:10;22.68;505.98;31.79;1004
26/06/2016 10:25;22.90;628.17;33.94;1241
26/06/2016 10:30;22.48;459.62;32.96;911
26/06/2016 10:35;22.79;678.37;34.61;1184
26/06/2016 10:40;22.97;853.26;35.72;1649
26/06/2016 10:45;22.54;844.90;35.45;1624
26/06/2016 10:50;22.25;846.90;34.65;1646
26/06/2016 10:55;22.41;854.07;34.80;1654
26/06/2016 11:00;22.67;872.21;35.23;1690
26/06/2016 11:05;23.81;874.98;36.83;1693
26/06/2016 11:10;22.99;895.64;36.32;1720
26/06/2016 11:15;22.62;892.15;35.83;1718
26/06/2016 11:20;22.69;893.88;35.40;1726
26/06/2016 11:25;22.71;898.97;35.00;1732
26/06/2016 11:30;22.75;904.45;35.59;1739
26/06/2016 11:35;22.87;909.92;35.52;1754
26/06/2016 11:40;22.67;916.34;35.15;1767
26/06/2016 11:45;22.96;917.75;35.97;1762
26/06/2016 11:50;23.07;924.10;36.40;1768
26/06/2016 11:55;23.08;926.43;36.80;1767
26/06/2016 12:00;23.54;930.82;37.41;1771
26/06/2016 12:05;23.48;935.25;36.97;1782
26/06/2016 12:10;23.36;939.43;37.94;1786
26/06/2016 12:15;23.29;938.21;37.71;1783
26/06/2016 12:20;22.97;940.85;36.91;1794
26/06/2016 12:25;22.81;941.83;36.15;1808
26/06/2016 12:30;22.86;942.62;36.06;1806
26/06/2016 12:35;22.69;942.93;36.03;1812
26/06/2016 12:40;22.71;944.04;35.87;1820
26/06/2016 12:45;23.02;941.54;36.49;1808
26/06/2016 12:50;22.80;939.01;35.99;1806
26/06/2016 12:55;22.54;940.51;36.07;1807
26/06/2016 13:00;22.57;940.05;36.03;1812
26/06/2016 13:05;22.87;935.93;36.10;1797
26/06/2016 13:10;22.45;934.07;35.88;1801
26/06/2016 13:15;22.63;930.98;35.63;1793
26/06/2016 13:20;22.64;926.89;35.55;1786
26/06/2016 13:25;22.69;923.60;35.17;1782
26/06/2016 13:30;22.70;918.21;35.61;1764
26/06/2016 13:35;23.52;911.68;36.70;1742
26/06/2016 13:40;23.52;907.74;37.21;1731
26/06/2016 13:45;23.40;901.58;37.08;1721
26/06/2016 13:50;23.58;893.89;37.54;1694
26/06/2016 13:55;23.01;887.27;36.69;1701
26/06/2016 14:00;23.35;876.16;36.53;1684
26/06/2016 14:05;23.30;872.13;36.15;1673
26/06/2016 14:10;23.10;863.55;35.79;1656
26/06/2016 14:15;22.92;854.44;35.24;1651
26/06/2016 14:20;23.12;846.03;35.30;1627
26/06/2016 14:25;23.07;836.22;35.02;1619
26/06/2016 14:30;23.05;825.64;35.30;1595
26/06/2016 14:35;22.99;814.64;34.93;1580
26/06/2016 14:40;22.69;806.13;34.47;1556
26/06/2016 14:45;22.87;794.97;34.10;1545
26/06/2016 14:50;23.35;779.60;34.39;1512
26/06/2016 14:55;23.16;768.29;34.23;1493
26/06/2016 15:00;23.26;755.62;33.59;1465
26/06/2016 15:05;22.72;745.84;33.41;1448
26/06/2016 15:10;23.14;732.42;33.23;1421
26/06/2016 15:15;22.53;716.20;32.01;1407
26/06/2016 15:20;22.73;701.94;32.12;1376
26/06/2016 15:25;22.58;688.45;31.39;1354
26/06/2016 15:30;22.83;670.30;31.60;1315
26/06/2016 15:35;22.01;658.23;30.72;1296
26/06/2016 15:40;22.06;639.59;30.39;1260
26/06/2016 15:45;22.37;622.05;30.91;1230
26/06/2016 15:50;22.18;606.94;30.38;1197
26/06/2016 15:55;22.08;588.34;30.25;1168
26/06/2016 16:00;22.65;574.87;30.50;1135
26/06/2016 16:05;22.53;558.26;30.11;1104
26/06/2016 16:10;22.19;538.19;30.14;1067
26/06/2016 16:15;21.82;522.42;29.07;1039
26/06/2016 16:20;22.83;504.14;29.59;991
26/06/2016 16:25;22.21;484.69;29.35;963
26/06/2016 16:30;21.85;467.23;27.95;925
26/06/2016 16:35;21.99;449.53;28.04;897
26/06/2016 16:40;22.00;428.26;27.85;852
26/06/2016 16:45;22.21;410.50;27.38;821
26/06/2016 16:50;22.23;391.72;27.46;780
26/06/2016 16:55;21.88;371.48;27.45;737
26/06/2016 17:00;22.10;352.38;27.29;701
26/06/2016 17:05;22.21;333.25;26.92;663
26/06/2016 17:10;22.30;313.96;26.77;622
26/06/2016 17:15;21.97;293.24;26.17;576
26/06/2016 17:20;21.89;274.82;26.33;544
26/06/2016 17:25;21.65;256.17;25.87;506
26/06/2016 17:30;21.50;236.88;25.45;465
26/06/2016 17:35;21.92;218.24;25.37;426
26/06/2016 17:40;22.15;199.85;25.13;390
26/06/2016 17:45;21.96;182.17;25.23;344
26/06/2016 17:50;21.97;164.96;24.94;317
26/06/2016 17:55;21.82;147.84;23.87;281
26/06/2016 18:00;21.56;131.66;23.71;247
27/06/2016 7:00;19.05;162.67;19.76;328
27/06/2016 7:05;19.33;185.98;20.49;355
27/06/2016 7:10;19.27;165.15;21.31;332
27/06/2016 7:15;19.01;184.07;21.79;338
27/06/2016 7:25;19.69;190.10;21.52;375
27/06/2016 7:30;19.89;190.44;21.92;375
27/06/2016 7:35;20.02;212.29;22.10;427
27/06/2016 7:40;20.04;232.97;22.39;470
27/06/2016 7:45;20.37;249.91;22.79;509
27/06/2016 7:50;20.42;264.40;23.03;535
27/06/2016 7:55;20.39;296.02;23.77;605
27/06/2016 8:05;20.74;327.46;24.18;666
27/06/2016 8:10;21.28;391.88;25.13;798
27/06/2016 8:15;21.39;160.49;26.04;324
27/06/2016 8:20;21.40;444.37;26.24;907
27/06/2016 8:25;21.99;199.18;27.27;394
27/06/2016 8:35;20.76;172.77;23.20;342
27/06/2016 8:40;20.57;167.40;22.87;333
27/06/2016 8:45;21.05;536.72;24.44;1058
27/06/2016 8:55;21.14;231.66;24.65;431
27/06/2016 9:00;21.22;215.49;24.34;435
27/06/2016 9:05;21.05;223.78;23.97;457
27/06/2016 9:25;22.16;269.54;28.24;540
27/06/2016 9:30;21.80;721.59;28.53;1467
27/06/2016 9:35;22.65;718.25;33.07;1400
27/06/2016 9:40;23.23;727.21;35.43;1436
27/06/2016 9:45;22.55;783.37;34.47;1508
27/06/2016 9:55;22.85;456.48;34.04;640
27/06/2016 10:00;22.70;336.95;32.28;638
27/06/2016 10:10;22.32;752.24;33.89;1352
27/06/2016 10:15;22.47;744.75;34.00;1455
27/06/2016 10:20;22.84;759.00;34.42;1483
27/06/2016 10:25;23.35;764.22;35.37;1484
27/06/2016 10:30;22.46;778.23;34.64;1521
27/06/2016 10:35;22.21;790.50;34.22;1549
27/06/2016 10:40;22.16;798.67;33.77;1572
27/06/2016 10:45;21.97;808.96;33.26;1589
27/06/2016 10:50;22.15;821.97;33.92;1603
27/06/2016 10:55;21.75;828.16;33.69;1623
27/06/2016 11:00;21.90;836.61;33.84;1646
27/06/2016 11:05;22.47;847.41;34.20;1655
27/06/2016 11:10;22.61;852.45;34.44;1656
27/06/2016 11:15;22.16;861.91;34.47;1688
27/06/2016 11:20;22.07;869.65;34.46;1701
27/06/2016 11:25;22.13;876.87;34.58;1708
27/06/2016 11:30;22.54;880.33;35.09;1704
27/06/2016 11:35;22.10;887.59;35.25;1725
27/06/2016 11:40;22.32;891.05;34.54;1735
27/06/2016 11:45;22.19;896.80;34.89;1740
27/06/2016 11:50;22.42;902.64;34.87;1752
27/06/2016 11:55;22.49;907.87;35.76;1751
27/06/2016 12:00;22.79;912.72;35.45;1756
27/06/2016 12:05;23.08;916.34;36.74;1751
27/06/2016 12:10;22.42;917.91;35.83;1769
27/06/2016 12:15;22.41;917.99;35.48;1776
27/06/2016 12:20;22.55;923.26;35.98;1777
27/06/2016 12:25;22.69;922.06;35.47;1779
27/06/2016 12:30;22.56;921.94;35.18;1786
27/06/2016 12:35;23.13;925.97;35.76;1771
27/06/2016 12:40;22.57;923.18;35.50;1785
27/06/2016 12:45;22.65;922.97;34.63;1788
27/06/2016 12:50;22.89;923.09;35.92;1778
27/06/2016 12:55;22.36;922.05;35.98;1777
27/06/2016 13:00;22.15;921.15;35.11;1781
27/06/2016 13:05;22.19;917.68;34.83;1774
27/06/2016 13:10;22.23;913.91;34.23;1780
27/06/2016 13:15;22.22;910.51;34.22;1772
27/06/2016 13:20;22.61;906.51;34.96;1753
27/06/2016 13:25;23.01;905.53;35.38;1739
27/06/2016 13:30;22.35;899.65;34.69;1746
27/06/2016 13:35;22.56;895.77;34.94;1726
27/06/2016 13:40;21.99;887.14;34.18;1723
27/06/2016 13:45;22.91;883.04;34.65;1710
27/06/2016 13:50;22.13;877.80;33.98;1705
27/06/2016 13:55;22.27;870.46;34.31;1684
27/06/2016 14:00;22.47;861.63;34.42;1672
27/06/2016 14:05;22.22;855.57;34.03;1663
27/06/2016 14:10;22.48;845.73;34.08;1639
27/06/2016 14:15;22.23;836.44;34.00;1628
27/06/2016 14:20;22.60;826.94;33.50;1608
27/06/2016 14:25;22.48;815.94;33.62;1586
27/06/2016 14:30;22.17;806.50;32.85;1570
27/06/2016 14:35;22.16;796.75;32.85;1562
27/06/2016 14:40;22.36;786.51;32.57;1531
27/06/2016 14:45;22.24;774.43;32.81;1510
27/06/2016 14:50;22.57;762.97;32.98;1488
27/06/2016 14:55;22.50;750.98;32.84;1469
27/06/2016 15:00;22.65;738.56;32.28;1437
27/06/2016 15:05;22.47;723.91;32.14;1414
27/06/2016 15:10;21.92;710.32;31.95;1396
27/06/2016 15:15;22.47;697.86;31.85;1361
27/06/2016 15:20;22.22;681.85;31.87;1342
27/06/2016 15:25;22.26;671.58;31.30;1318
27/06/2016 15:30;21.84;655.17;31.15;1293
27/06/2016 15:35;21.98;641.04;31.02;1255
27/06/2016 15:40;22.42;626.75;31.03;1231
27/06/2016 15:45;21.91;608.05;30.90;1192
27/06/2016 15:50;21.78;593.54;30.78;1172
27/06/2016 15:55;21.76;575.18;30.96;1139
27/06/2016 16:00;22.45;560.94;29.98;1107
27/06/2016 16:05;21.86;545.71;29.75;1076
27/06/2016 16:10;21.74;526.93;29.56;1044
27/06/2016 16:15;21.63;511.27;29.08;1016
27/06/2016 16:20;21.77;491.98;28.99;978
27/06/2016 16:25;22.26;475.81;28.64;945
27/06/2016 16:30;22.52;456.75;29.16;903
27/06/2016 16:35;22.16;439.36;29.40;866
27/06/2016 16:40;21.98;421.87;28.77;836
27/06/2016 16:45;22.00;401.75;28.25;796
27/06/2016 16:50;22.41;383.59;27.96;751
27/06/2016 16:55;21.91;365.20;28.38;715
27/06/2016 17:00;22.02;346.24;28.06;681
27/06/2016 17:05;22.08;327.72;26.95;646
27/06/2016 17:10;22.34;308.19;27.39;607
27/06/2016 17:15;22.39;289.63;27.06;569
27/06/2016 17:20;22.17;270.42;26.69;526
27/06/2016 17:25;22.54;251.21;27.15;492
27/06/2016 17:30;22.27;233.86;26.63;456
27/06/2016 17:35;22.07;215.36;25.74;420
27/06/2016 17:40;21.72;199.61;24.93;385
27/06/2016 17:45;21.83;181.14;24.73;342
27/06/2016 17:50;21.91;164.46;24.83;317
27/06/2016 17:55;21.68;149.55;24.38;283
27/06/2016 18:00;21.57;133.78;23.78;249
28/06/2016 7:00;20.13;99.19;18.54;195
28/06/2016 7:05;20.70;113.18;19.19;203
28/06/2016 7:10;20.81;125.51;19.87;247
28/06/2016 7:15;21.24;140.86;20.42;274
28/06/2016 7:20;21.76;156.09;21.02;308
28/06/2016 7:25;21.80;171.09;21.59;332
28/06/2016 7:30;22.44;185.70;22.18;353
28/06/2016 7:35;22.41;201.14;22.96;406
28/06/2016 7:40;22.87;218.78;23.93;440
28/06/2016 7:45;22.65;236.17;24.13;476
28/06/2016 7:50;22.98;254.85;25.73;513
28/06/2016 7:55;23.18;275.63;26.16;556
28/06/2016 8:00;22.96;292.12;27.30;590
28/06/2016 8:05;22.87;312.11;27.63;631
28/06/2016 8:10;22.98;337.86;27.99;681
28/06/2016 8:15;22.65;373.98;28.20;752
28/06/2016 8:25;21.99;390.83;28.00;785
28/06/2016 8:30;22.27;405.63;29.00;817
28/06/2016 8:35;23.14;423.28;30.31;844
28/06/2016 8:40;23.03;441.62;30.75;884
28/06/2016 8:45;22.83;460.57;31.56;914
28/06/2016 8:50;22.75;480.10;31.84;956
28/06/2016 8:55;22.84;497.01;32.49;986
28/06/2016 9:00;22.81;516.18;32.84;1026
28/06/2016 9:05;22.21;532.90;32.93;1059
28/06/2016 9:10;21.87;548.44;32.46;1087
28/06/2016 9:15;21.94;561.57;33.48;1112
28/06/2016 9:20;22.23;579.76;34.39;1137
28/06/2016 9:25;22.15;597.11;34.90;1169
28/06/2016 9:30;22.78;615.30;35.93;1195
28/06/2016 9:35;23.18;632.02;37.23;1213
28/06/2016 9:40;22.91;645.81;37.28;1237
28/06/2016 9:45;22.41;664.03;38.19;1276
28/06/2016 9:50;22.24;675.24;38.21;1289
28/06/2016 9:55;22.03;692.47;38.72;1322
28/06/2016 10:00;22.81;708.66;39.74;1347
28/06/2016 10:05;22.54;721.48;39.62;1373
28/06/2016 10:10;22.40;731.83;39.58;1390
28/06/2016 10:15;22.35;740.77;39.66;1406
28/06/2016 10:20;22.74;754.63;40.21;1426
28/06/2016 10:25;22.76;767.60;41.00;1444
28/06/2016 10:30;22.61;775.26;41.63;1454
28/06/2016 10:35;22.56;789.65;41.81;1479
28/06/2016 10:40;23.30;794.17;42.67;1490
28/06/2016 10:45;23.026;813.977;42.937;1516
28/06/2016 10:50;23.022;813.078;43.287;1508
28/06/2016 10:55;23.071;831.806;43.492;1551
28/06/2016 11:00;22.829;840.397;43.027;1565
28/06/2016 11:05;22.552;851.187;43.847;1580
28/06/2016 11:10;23.015;855.274;44.02;1584
28/06/2016 11:15;23.176;862.56;43.697;1606
28/06/2016 11:20;23.118;871.712;42.883;1624
28/06/2016 11:25;23.539;891.937;44.212;1645
28/06/2016 11:30;23.388;896.252;44.331;1662
28/06/2016 11:35;23.406;913.704;44.104;1687
28/06/2016 11:40;23.643;948.557;44.288;1743
28/06/2016 11:45;23.433;1059.613;45.529;1844
28/06/2016 11:50;23.228;1058.658;45.128;2013
28/06/2016 11:55;23.18;1114.163;45.271;2051
28/06/2016 12:00;22.899;951.813;45.4;1748
28/06/2016 12:05;22.937;990.943;44.463;1865
28/06/2016 12:15;23.096;870.161;44.966;1757
28/06/2016 12:20;23.118;928.789;44.934;1720
28/06/2016 12:25;23.732;754.385;44.498;1440
28/06/2016 12:30;23.382;721.953;44.63;1260
28/06/2016 12:40;23.144;609.042;42.846;1108
28/06/2016 12:45;23.882;1018.391;43.988;1776
28/06/2016 12:55;24.3;904.391;44.602;1589
28/06/2016 13:00;24.047;739.583;42.874;1168
28/06/2016 13:05;24.087;766.424;42.158;1445
28/06/2016 13:10;23.93;672.186;42.218;1190
28/06/2016 13:15;23.575;924.319;42.02;1735
28/06/2016 13:25;23.751;834.829;42.087;1491
28/06/2016 13:30;23.498;521.521;39.376;1014
28/06/2016 13:35;23.359;529.927;38.579;1055
28/06/2016 13:40;23.503;526.029;38.74;973
28/06/2016 13:45;22.755;460.984;36.11;900
28/06/2016 13:50;22.884;437.004;35.855;834
28/06/2016 13:55;23.487;406.451;35.747;794
28/06/2016 14:00;22.774;422.937;34.844;824
28/06/2016 14:05;22.979;405.045;34.308;816
28/06/2016 14:10;23.252;465.585;35.116;921
28/06/2016 14:15;22.848;562.465;35.552;1134
28/06/2016 14:20;23.036;598.818;35.715;1215
28/06/2016 14:25;23.03;511.259;35.075;1022
28/06/2016 14:30;23.332;475.224;35.879;880
28/06/2016 14:35;23.171;612.172;36.074;1143
28/06/2016 14:40;22.869;460.13;35.504;861
28/06/2016 14:50;23.96;655.886;36.477;1291
28/06/2016 15:00;23.59;702.938;38.093;1322
28/06/2016 15:05;23.452;676.829;37.795;1233
28/06/2016 15:10;23.437;688.297;37.547;1339
28/06/2016 15:15;23.881;699.043;37.108;1316
28/06/2016 15:20;23.847;735.734;35.755;1220
28/06/2016 15:25;24.093;557.075;35.11;1067
28/06/2016 15:30;23.752;429.591;34.867;870
28/06/2016 15:35;23.728;585.432;34.774;1176
28/06/2016 15:40;23.709;654.923;35.451;1267
28/06/2016 15:45;24.627;624.311;35.867;1200
28/06/2016 15:50;24.782;593.581;35.815;1122
28/06/2016 15:55;24.714;598.488;36.185;1137
28/06/2016 16:00;24.952;568.861;36.234;1085
28/06/2016 16:05;25.053;534.119;36.147;1010
28/06/2016 16:10;24.328;523.648;35.22;1004
28/06/2016 16:15;24.219;502.193;34.228;972
28/06/2016 16:20;24.416;486.498;33.973;937
28/06/2016 16:25;24.504;466.892;33.734;902
28/06/2016 16:30;24.258;449.603;32.811;873
28/06/2016 16:35;24.054;430.63;32.707;837
28/06/2016 16:40;23.764;411.877;31.995;803
28/06/2016 16:45;23.869;392.631;31.928;767
28/06/2016 16:50;23.292;374.883;30.686;730
28/06/2016 16:55;23.048;355.508;30.348;693
28/06/2016 17:00;22.779;336.152;30.41;657
28/06/2016 17:05;22.929;320.59;30.271;617
28/06/2016 17:10;23.263;302.08;30.282;587
28/06/2016 17:15;23.43;284.918;30.329;554
28/06/2016 17:20;23.585;265.619;30.455;513
28/06/2016 17:25;23.6;249.366;29.962;476
28/06/2016 17:30;23.622;232.213;29.918;448
28/06/2016 17:35;23.268;215.03;29.058;415
28/06/2016 17:40;23.304;198.643;28.852;383
28/06/2016 17:45;23.121;182.607;27.721;340
28/06/2016 17:50;23.205;169.131;27.859;327
28/06/2016 17:55;22.82;155.27;26.974;291
28/06/2016 18:00;22.794;139.91;26.447;264
29/06/2016 7:05;19.53;47.029;20.142;90
29/06/2016 7:10;19.487;44.251;20.239;85
29/06/2016 7:15;19.564;48.797;20.044;95
29/06/2016 7:20;19.528;54.995;20.36;112
29/06/2016 7:30;19.68;60.452;20.28;123
